tab	measurements
measurement	specimen	experiment	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
D6A-323a_LP-DIR-AF-396	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	244.9	-32.3 	 1.150e-01	0	0.00	0.00	32	273	This study	hargrave 2026-07-23 02:06:06	LT-AF-Z:LP-DIR-AF	g	395	u	8	273			pmagpy-4.4.0	2.64e-06	2.15e-08	2.17e-08	1.65e-08
D6A-323a_LP-DIR-AF-397	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	244.1	-34.5 	 1.200e-01	0	0.00	0.00	33	273	This study	hargrave 2026-07-23 02:09:35	LT-AF-Z:LP-DIR-AF	g	396	u	8	273			pmagpy-4.4.0	2.45e-06	2.03e-08	2.13e-08	1.58e-08
D6A-323a_LP-DIR-AF-398	D6A-323a	D6A-323a_LP-DIR-AF	    0.7	245.2	-33.1 	 1.250e-01	0	0.00	0.00	34	273	This study	hargrave 2026-07-23 02:13:03	LT-AF-Z:LP-DIR-AF	g	397	u	8	273			pmagpy-4.4.0	2.31e-06	1.98e-08	2.19e-08	1.55e-08
D6A-323a_LP-DIR-AF-399	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	244.8	-35.9 	 1.300e-01	0	0.00	0.00	35	273	This study	hargrave 2026-07-23 02:16:32	LT-AF-Z:LP-DIR-AF	g	398	u	8	273			pmagpy-4.4.0	2.04e-06	1.67e-08	1.59e-08	1.42e-08
D6A-459a_LP-DIR-AF-400	D6A-459a	D6A-459a_LP-DIR-AF	    0.7	213.2	-35.9 	0	0	0.00	0.00	0	273	This study	hargrave 2026-07-22 14:45:42	LT-NO:LP-DIR-AF	g	399	u	8	273			pmagpy-4.4.0	9.20e-06	9.25e-08	7.44e-08	3.10e-08
D6A-459a_LP-DIR-AF-401	D6A-459a	D6A-459a_LP-DIR-AF	    0.7	213.4	-35.4 	0	0	0.00	0.00	1	273	This study	hargrave 2026-07-23 07:37:48	LT-NO:LP-DIR-AF	g	400	u	8	273			pmagpy-4.4.0	9.23e-06	8.26e-08	8.69e-08	3.26e-08
D6A-459a_LP-DIR-AF-402	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	214.1	-35.5 	 1.000e-03	0	0.00	0.00	2	273	This study	hargrave 2026-07-23 07:41:15	LT-AF-Z:LP-DIR-AF	g	401	u	8	273			pmagpy-4.4.0	9.14e-06	6.97e-08	8.00e-08	3.24e-08
D6A-459a_LP-DIR-AF-403	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	215.4	-36.3 	 2.000e-03	0	0.00	0.00	3	273	This study	hargrave 2026-07-23 07:44:41	LT-AF-Z:LP-DIR-AF	g	402	u	8	273			pmagpy-4.4.0	8.99e-06	7.63e-08	8.48e-08	3.19e-08
D6A-459a_LP-DIR-AF-404	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	216.8	-37.3 	 3.000e-03	0	0.00	0.00	4	273	This study	hargrave 2026-07-23 07:48:08	LT-AF-Z:LP-DIR-AF	g	403	u	8	273			pmagpy-4.4.0	8.79e-06	7.21e-08	8.05e-08	3.14e-08
D6A-459a_LP-DIR-AF-405	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	218.0	-38.3 	 4.000e-03	0	0.00	0.00	5	273	This study	hargrave 2026-07-23 07:51:34	LT-AF-Z:LP-DIR-AF	g	404	u	8	273			pmagpy-4.4.0	8.64e-06	6.70e-08	7.69e-08	3.12e-08
D6A-459a_LP-DIR-AF-406	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	218.7	-38.9 	 5.000e-03	0	0.00	0.00	6	273	This study	hargrave 2026-07-23 07:55:00	LT-AF-Z:LP-DIR-AF	g	405	u	8	273			pmagpy-4.4.0	8.56e-06	6.51e-08	7.53e-08	3.12e-08
D6A-459a_LP-DIR-AF-407	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	219.8	-39.9 	 7.500e-03	0	0.00	0.00	7	273	This study	hargrave 2026-07-23 07:58:27	LT-AF-Z:LP-DIR-AF	g	406	u	8	273			pmagpy-4.4.0	8.38e-06	5.96e-08	7.25e-08	3.06e-08
D6A-459a_LP-DIR-AF-408	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.2	-40.3 	 1.000e-02	0	0.00	0.00	8	273	This study	hargrave 2026-07-23 08:01:55	LT-AF-Z:LP-DIR-AF	g	407	u	8	273			pmagpy-4.4.0	8.29e-06	5.72e-08	7.23e-08	3.06e-08
D6A-459a_LP-DIR-AF-409	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.5	-40.4 	 1.250e-02	0	0.00	0.00	9	273	This study	hargrave 2026-07-23 08:05:23	LT-AF-Z:LP-DIR-AF	g	408	u	8	273			pmagpy-4.4.0	8.21e-06	5.57e-08	7.14e-08	3.08e-08
D6A-459a_LP-DIR-AF-410	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.6	-40.5 	 1.500e-02	0	0.00	0.00	10	273	This study	hargrave 2026-07-23 08:08:51	LT-AF-Z:LP-DIR-AF	g	409	u	8	273			pmagpy-4.4.0	8.18e-06	5.55e-08	7.14e-08	3.03e-08
D6A-459a_LP-DIR-AF-411	D6A-459a	D6A-459a_LP-DIR-AF	    0.5	220.7	-40.5 	 1.750e-02	0	0.00	0.00	11	273	This study	hargrave 2026-07-23 08:12:19	LT-AF-Z:LP-DIR-AF	g	410	u	8	273			pmagpy-4.4.0	8.09e-06	5.46e-08	7.05e-08	3.02e-08
D6A-459a_LP-DIR-AF-412	D6A-459a	D6A-459a_LP-DIR-AF	    0.5	220.8	-40.6 	 2.000e-02	0	0.00	0.00	12	273	This study	hargrave 2026-07-23 08:15:49	LT-AF-Z:LP-DIR-AF	g	411	u	8	273			pmagpy-4.4.0	8.06e-06	5.51e-08	7.02e-08	2.95e-08
D6A-459a_LP-DIR-AF-413	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.7	-40.6 	 2.250e-02	0	0.00	0.00	13	273	This study	hargrave 2026-07-23 08:19:15	LT-AF-Z:LP-DIR-AF	g	412	u	8	273			pmagpy-4.4.0	8.00e-06	5.44e-08	7.00e-08	2.98e-08
D6A-459a_LP-DIR-AF-414	D6A-459a	D6A-459a_LP-DIR-AF	    0.5	220.6	-40.7 	 2.500e-02	0	0.00	0.00	14	273	This study	hargrave 2026-07-23 08:22:42	LT-AF-Z:LP-DIR-AF	g	413	u	8	273			pmagpy-4.4.0	7.94e-06	5.40e-08	6.92e-08	2.95e-08
D6A-459a_LP-DIR-AF-415	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.7	-40.7 	 2.750e-02	0	0.00	0.00	15	273	This study	hargrave 2026-07-23 08:26:09	LT-AF-Z:LP-DIR-AF	g	414	u	8	273			pmagpy-4.4.0	7.88e-06	5.44e-08	6.96e-08	2.92e-08
D6A-459a_LP-DIR-AF-416	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.5	-40.7 	 3.000e-02	0	0.00	0.00	16	273	This study	hargrave 2026-07-23 08:29:35	LT-AF-Z:LP-DIR-AF	g	415	u	8	273			pmagpy-4.4.0	7.83e-06	5.38e-08	6.90e-08	2.86e-08
D6A-459a_LP-DIR-AF-417	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.7	-40.8 	 3.500e-02	0	0.00	0.00	17	273	This study	hargrave 2026-07-23 08:33:02	LT-AF-Z:LP-DIR-AF	g	416	u	8	273			pmagpy-4.4.0	7.68e-06	5.27e-08	6.82e-08	2.83e-08
D6A-459a_LP-DIR-AF-418	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.6	-41.0 	 4.000e-02	0	0.00	0.00	18	273	This study	hargrave 2026-07-23 08:36:30	LT-AF-Z:LP-DIR-AF	g	417	u	8	273			pmagpy-4.4.0	7.53e-06	5.25e-08	6.83e-08	2.77e-08
D6A-459a_LP-DIR-AF-419	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.5	-41.0 	 4.500e-02	0	0.00	0.00	19	273	This study	hargrave 2026-07-23 08:39:59	LT-AF-Z:LP-DIR-AF	g	418	u	8	273			pmagpy-4.4.0	7.42e-06	5.17e-08	6.73e-08	2.68e-08
D6A-459a_LP-DIR-AF-420	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.4	-41.0 	 5.000e-02	0	0.00	0.00	20	273	This study	hargrave 2026-07-23 08:43:27	LT-AF-Z:LP-DIR-AF	g	419	u	8	273			pmagpy-4.4.0	7.27e-06	5.13e-08	6.73e-08	2.61e-08
D6A-459a_LP-DIR-AF-421	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.4	-41.3 	 5.500e-02	0	0.00	0.00	21	273	This study	hargrave 2026-07-23 08:46:54	LT-AF-Z:LP-DIR-AF	g	420	u	8	273			pmagpy-4.4.0	7.10e-06	5.07e-08	6.63e-08	2.56e-08
D6A-459a_LP-DIR-AF-422	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.3	-41.3 	 6.000e-02	0	0.00	0.00	22	273	This study	hargrave 2026-07-23 08:50:20	LT-AF-Z:LP-DIR-AF	g	421	u	8	273			pmagpy-4.4.0	6.92e-06	5.01e-08	6.58e-08	2.46e-08
D6A-459a_LP-DIR-AF-423	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.1	-41.5 	 6.500e-02	0	0.00	0.00	23	273	This study	hargrave 2026-07-23 08:53:47	LT-AF-Z:LP-DIR-AF	g	422	u	8	273			pmagpy-4.4.0	6.75e-06	4.95e-08	6.54e-08	2.39e-08
D6A-459a_LP-DIR-AF-424	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.1	-41.7 	 7.000e-02	0	0.00	0.00	24	273	This study	hargrave 2026-07-23 08:57:15	LT-AF-Z:LP-DIR-AF	g	423	u	8	273			pmagpy-4.4.0	6.57e-06	4.81e-08	6.39e-08	2.32e-08
D6A-459a_LP-DIR-AF-425	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	220.1	-41.9 	 7.500e-02	0	0.00	0.00	25	273	This study	hargrave 2026-07-23 09:00:42	LT-AF-Z:LP-DIR-AF	g	424	u	8	273			pmagpy-4.4.0	6.37e-06	4.70e-08	6.23e-08	2.25e-08
D6A-459a_LP-DIR-AF-426	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	219.6	-42.2 	 8.000e-02	0	0.00	0.00	26	273	This study	hargrave 2026-07-23 09:04:10	LT-AF-Z:LP-DIR-AF	g	425	u	8	273			pmagpy-4.4.0	6.16e-06	4.59e-08	6.14e-08	2.11e-08
D6A-459a_LP-DIR-AF-427	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	219.8	-42.5 	 8.500e-02	0	0.00	0.00	27	273	This study	hargrave 2026-07-23 09:07:37	LT-AF-Z:LP-DIR-AF	g	426	u	8	273			pmagpy-4.4.0	5.90e-06	4.43e-08	5.90e-08	2.05e-08
D6A-459a_LP-DIR-AF-428	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	219.5	-42.8 	 9.000e-02	0	0.00	0.00	28	273	This study	hargrave 2026-07-23 09:11:05	LT-AF-Z:LP-DIR-AF	g	427	u	8	273			pmagpy-4.4.0	5.66e-06	4.30e-08	5.75e-08	1.92e-08
D6A-459a_LP-DIR-AF-429	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	219.5	-43.0 	 9.500e-02	0	0.00	0.00	29	273	This study	hargrave 2026-07-23 09:14:32	LT-AF-Z:LP-DIR-AF	g	428	u	8	273			pmagpy-4.4.0	5.40e-06	4.09e-08	5.53e-08	2.61e-08
D6A-459a_LP-DIR-AF-430	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	219.0	-43.5 	 1.000e-01	0	0.00	0.00	30	273	This study	hargrave 2026-07-23 09:18:00	LT-AF-Z:LP-DIR-AF	g	429	u	8	273			pmagpy-4.4.0	5.14e-06	3.97e-08	5.31e-08	1.66e-08
D6A-459a_LP-DIR-AF-431	D6A-459a	D6A-459a_LP-DIR-AF	    0.7	218.3	-43.7 	 1.050e-01	0	0.00	0.00	31	273	This study	hargrave 2026-07-23 09:21:27	LT-AF-Z:LP-DIR-AF	g	430	u	8	273			pmagpy-4.4.0	4.82e-06	3.79e-08	5.10e-08	1.53e-08
D6A-459a_LP-DIR-AF-432	D6A-459a	D6A-459a_LP-DIR-AF	    0.6	217.9	-44.1 	 1.100e-01	0	0.00	0.00	32	273	This study	hargrave 2026-07-23 09:24:55	LT-AF-Z:LP-DIR-AF	g	431	u	8	273			pmagpy-4.4.0	4.53e-06	3.51e-08	4.73e-08	1.46e-08
D6A-459a_LP-DIR-AF-433	D6A-459a	D6A-459a_LP-DIR-AF	    0.7	217.4	-44.4 	 1.150e-01	0	0.00	0.00	33	273	This study	hargrave 2026-07-23 09:28:24	LT-AF-Z:LP-DIR-AF	g	432	u	8	273			pmagpy-4.4.0	4.18e-06	3.32e-08	4.48e-08	1.31e-08
D6A-459a_LP-DIR-AF-434	D6A-459a	D6A-459a_LP-DIR-AF	    0.7	217.3	-44.8 	 1.200e-01	0	0.00	0.00	34	273	This study	hargrave 2026-07-23 09:31:54	LT-AF-Z:LP-DIR-AF	g	433	u	8	273			pmagpy-4.4.0	3.83e-06	3.07e-08	4.17e-08	1.20e-08
D6A-459a_LP-DIR-AF-435	D6A-459a	D6A-459a_LP-DIR-AF	    0.7	214.2	-45.7 	 1.250e-01	0	0.00	0.00	35	273	This study	hargrave 2026-07-23 09:35:25	LT-AF-Z:LP-DIR-AF	g	434	u	8	273			pmagpy-4.4.0	3.42e-06	2.78e-08	3.75e-08	1.07e-08
D6A-459a_LP-DIR-AF-436	D6A-459a	D6A-459a_LP-DIR-AF	    0.7	214.7	-45.4 	 1.300e-01	0	0.00	0.00	36	273	This study	hargrave 2026-07-23 09:38:53	LT-AF-Z:LP-DIR-AF	g	435	u	8	273			pmagpy-4.4.0	3.12e-06	2.56e-08	3.47e-08	9.69e-09
D6A-478a_LP-DIR-AF-437	D6A-478a	D6A-478a_LP-DIR-AF	    0.5	149.8	 10.3 	0	0	0.00	0.00	0	273	This study	hargrave 2026-07-22 22:49:29	LT-NO:LP-DIR-AF	g	436	u	8	273			pmagpy-4.4.0	1.78e-05	1.38e-07	7.71e-08	1.10e-07
D6A-478a_LP-DIR-AF-438	D6A-478a	D6A-478a_LP-DIR-AF	    0.5	149.6	 10.7 	 1.000e-03	0	0.00	0.00	1	273	This study	hargrave 2026-07-22 22:53:29	LT-AF-Z:LP-DIR-AF	g	437	u	8	273			pmagpy-4.4.0	1.69e-05	1.26e-07	5.97e-08	9.89e-08
D6A-478a_LP-DIR-AF-439	D6A-478a	D6A-478a_LP-DIR-AF	    0.5	146.6	 13.8 	 2.000e-03	0	0.00	0.00	2	273	This study	hargrave 2026-07-22 22:57:18	LT-AF-Z:LP-DIR-AF	g	438	u	8	273			pmagpy-4.4.0	1.50e-05	1.24e-07	5.40e-08	8.64e-08
D6A-478a_LP-DIR-AF-440	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	143.2	 16.9 	 3.000e-03	0	0.00	0.00	3	273	This study	hargrave 2026-07-22 23:00:44	LT-AF-Z:LP-DIR-AF	g	439	u	8	273			pmagpy-4.4.0	1.35e-05	1.11e-07	4.88e-08	8.04e-08
D6A-478a_LP-DIR-AF-441	D6A-478a	D6A-478a_LP-DIR-AF	    0.5	140.5	 19.4 	 4.000e-03	0	0.00	0.00	4	273	This study	hargrave 2026-07-22 23:04:22	LT-AF-Z:LP-DIR-AF	g	440	u	8	273			pmagpy-4.4.0	1.25e-05	1.07e-07	4.65e-08	7.83e-08
D6A-478a_LP-DIR-AF-442	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	139.2	 20.8 	 5.000e-03	0	0.00	0.00	5	273	This study	hargrave 2026-07-22 23:07:48	LT-AF-Z:LP-DIR-AF	g	441	u	8	273			pmagpy-4.4.0	1.20e-05	9.95e-08	4.30e-08	7.74e-08
D6A-478a_LP-DIR-AF-443	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	137.6	 22.8 	 7.500e-03	0	0.00	0.00	6	273	This study	hargrave 2026-07-22 23:11:36	LT-AF-Z:LP-DIR-AF	g	442	u	8	273			pmagpy-4.4.0	1.09e-05	8.91e-08	3.99e-08	7.26e-08
D6A-478a_LP-DIR-AF-444	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	137.4	 23.6 	 1.000e-02	0	0.00	0.00	7	273	This study	hargrave 2026-07-22 23:15:02	LT-AF-Z:LP-DIR-AF	g	443	u	8	273			pmagpy-4.4.0	1.01e-05	7.94e-08	3.80e-08	6.68e-08
D6A-478a_LP-DIR-AF-445	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	137.8	 24.0 	 1.250e-02	0	0.00	0.00	8	273	This study	hargrave 2026-07-22 23:18:27	LT-AF-Z:LP-DIR-AF	g	444	u	8	273			pmagpy-4.4.0	9.39e-06	7.25e-08	3.42e-08	6.12e-08
D6A-478a_LP-DIR-AF-446	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	138.4	 23.9 	 1.500e-02	0	0.00	0.00	9	273	This study	hargrave 2026-07-22 23:21:53	LT-AF-Z:LP-DIR-AF	g	445	u	8	273			pmagpy-4.4.0	8.78e-06	6.34e-08	3.06e-08	5.52e-08
D6A-478a_LP-DIR-AF-447	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	139.3	 23.5 	 1.750e-02	0	0.00	0.00	10	273	This study	hargrave 2026-07-22 23:25:40	LT-AF-Z:LP-DIR-AF	g	446	u	8	273			pmagpy-4.4.0	8.23e-06	6.42e-08	2.65e-08	4.95e-08
D6A-478a_LP-DIR-AF-448	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	139.7	 23.3 	 2.000e-02	0	0.00	0.00	11	273	This study	hargrave 2026-07-22 23:29:16	LT-AF-Z:LP-DIR-AF	g	447	u	8	273			pmagpy-4.4.0	7.75e-06	5.44e-08	2.14e-08	4.46e-08
D6A-478a_LP-DIR-AF-449	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	140.1	 22.9 	 2.250e-02	0	0.00	0.00	12	273	This study	hargrave 2026-07-22 23:32:41	LT-AF-Z:LP-DIR-AF	g	448	u	8	273			pmagpy-4.4.0	7.32e-06	5.00e-08	2.07e-08	4.14e-08
D6A-478a_LP-DIR-AF-450	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	140.6	 22.8 	 2.500e-02	0	0.00	0.00	13	273	This study	hargrave 2026-07-22 23:36:16	LT-AF-Z:LP-DIR-AF	g	449	u	8	273			pmagpy-4.4.0	6.92e-06	3.85e-08	1.06e-08	3.77e-08
D6A-478a_LP-DIR-AF-451	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	141.0	 22.3 	 2.750e-02	0	0.00	0.00	14	273	This study	hargrave 2026-07-22 23:39:40	LT-AF-Z:LP-DIR-AF	g	450	u	8	273			pmagpy-4.4.0	6.59e-06	4.23e-08	1.43e-08	3.48e-08
D6A-478a_LP-DIR-AF-452	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	141.9	 22.4 	 3.000e-02	0	0.00	0.00	15	273	This study	hargrave 2026-07-22 23:43:26	LT-AF-Z:LP-DIR-AF	g	451	u	8	273			pmagpy-4.4.0	6.28e-06	3.91e-08	1.42e-08	3.28e-08
D6A-478a_LP-DIR-AF-453	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	141.5	 21.9 	 3.500e-02	0	0.00	0.00	16	273	This study	hargrave 2026-07-22 23:47:25	LT-AF-Z:LP-DIR-AF	g	452	u	8	273			pmagpy-4.4.0	5.76e-06	3.27e-08	1.11e-08	2.93e-08
D6A-478a_LP-DIR-AF-454	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	141.8	 22.2 	 4.000e-02	0	0.00	0.00	17	273	This study	hargrave 2026-07-22 23:49:56	LT-AF-Z:LP-DIR-AF	g	453	u	8	273			pmagpy-4.4.0	5.34e-06	3.06e-08	1.05e-08	2.64e-08
D6A-478a_LP-DIR-AF-455	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	141.6	 21.7 	 4.500e-02	0	0.00	0.00	18	273	This study	hargrave 2026-07-22 23:51:30	LT-AF-Z:LP-DIR-AF	g	454	u	8	273			pmagpy-4.4.0	5.00e-06	2.85e-08	1.11e-08	2.42e-08
D6A-478a_LP-DIR-AF-456	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	141.9	 22.1 	 5.000e-02	0	0.00	0.00	19	273	This study	hargrave 2026-07-22 23:53:17	LT-AF-Z:LP-DIR-AF	g	455	u	8	273			pmagpy-4.4.0	4.73e-06	2.83e-08	1.13e-08	2.30e-08
D6A-478a_LP-DIR-AF-457	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	141.4	 21.7 	 5.500e-02	0	0.00	0.00	20	273	This study	hargrave 2026-07-22 23:54:52	LT-AF-Z:LP-DIR-AF	g	456	u	8	273			pmagpy-4.4.0	4.42e-06	2.60e-08	1.00e-08	2.10e-08
D6A-478a_LP-DIR-AF-458	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	141.1	 21.6 	 6.000e-02	0	0.00	0.00	21	273	This study	hargrave 2026-07-22 23:56:27	LT-AF-Z:LP-DIR-AF	g	457	u	8	273			pmagpy-4.4.0	4.18e-06	2.38e-08	1.05e-08	2.05e-08
D6A-478a_LP-DIR-AF-459	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	140.2	 21.6 	 6.500e-02	0	0.00	0.00	22	273	This study	hargrave 2026-07-22 23:58:13	LT-AF-Z:LP-DIR-AF	g	458	u	8	273			pmagpy-4.4.0	3.93e-06	2.26e-08	1.02e-08	1.86e-08
D6A-478a_LP-DIR-AF-460	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	139.3	 20.9 	 7.000e-02	0	0.00	0.00	23	273	This study	hargrave 2026-07-22 23:59:59	LT-AF-Z:LP-DIR-AF	g	459	u	8	273			pmagpy-4.4.0	3.72e-06	2.18e-08	9.34e-09	1.70e-08
D6A-478a_LP-DIR-AF-461	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	140.9	 21.3 	 7.500e-02	0	0.00	0.00	24	273	This study	hargrave 2026-07-23 00:01:34	LT-AF-Z:LP-DIR-AF	g	460	u	8	273			pmagpy-4.4.0	3.51e-06	2.08e-08	9.05e-09	1.60e-08
D6A-478a_LP-DIR-AF-462	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	140.4	 20.8 	 8.000e-02	0	0.00	0.00	25	273	This study	hargrave 2026-07-23 00:03:08	LT-AF-Z:LP-DIR-AF	g	461	u	8	273			pmagpy-4.4.0	3.36e-06	2.01e-08	8.33e-09	1.52e-08
D6A-478a_LP-DIR-AF-463	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	138.9	 21.3 	 8.500e-02	0	0.00	0.00	26	273	This study	hargrave 2026-07-23 00:04:44	LT-AF-Z:LP-DIR-AF	g	462	u	8	273			pmagpy-4.4.0	3.14e-06	2.01e-08	8.44e-09	1.40e-08
D6A-478a_LP-DIR-AF-464	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	139.4	 22.1 	 9.000e-02	0	0.00	0.00	27	273	This study	hargrave 2026-07-23 00:06:19	LT-AF-Z:LP-DIR-AF	g	463	u	8	273			pmagpy-4.4.0	2.96e-06	1.93e-08	9.34e-09	1.40e-08
D6A-478a_LP-DIR-AF-465	D6A-478a	D6A-478a_LP-DIR-AF	    0.3	139.2	 20.8 	 9.500e-02	0	0.00	0.00	28	273	This study	hargrave 2026-07-23 00:07:55	LT-AF-Z:LP-DIR-AF	g	464	u	8	273			pmagpy-4.4.0	2.74e-06	1.75e-08	8.19e-09	1.20e-08
D6A-478a_LP-DIR-AF-466	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	139.1	 20.4 	 1.000e-01	0	0.00	0.00	29	273	This study	hargrave 2026-07-23 00:09:30	LT-AF-Z:LP-DIR-AF	g	465	u	8	273			pmagpy-4.4.0	2.58e-06	1.78e-08	8.92e-09	1.17e-08
D6A-478a_LP-DIR-AF-467	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	139.0	 21.3 	 1.050e-01	0	0.00	0.00	30	273	This study	hargrave 2026-07-23 00:11:06	LT-AF-Z:LP-DIR-AF	g	466	u	8	273			pmagpy-4.4.0	2.43e-06	1.64e-08	8.03e-09	1.13e-08
D6A-478a_LP-DIR-AF-468	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	138.9	 21.8 	 1.100e-01	0	0.00	0.00	31	273	This study	hargrave 2026-07-23 00:12:43	LT-AF-Z:LP-DIR-AF	g	467	u	8	273			pmagpy-4.4.0	2.26e-06	1.57e-08	8.21e-09	1.03e-08
D6A-478a_LP-DIR-AF-469	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	139.6	 19.7 	 1.150e-01	0	0.00	0.00	32	273	This study	hargrave 2026-07-23 00:14:19	LT-AF-Z:LP-DIR-AF	g	468	u	8	273			pmagpy-4.4.0	2.08e-06	1.48e-08	6.95e-09	9.23e-09
D6A-478a_LP-DIR-AF-470	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	139.9	 19.9 	 1.200e-01	0	0.00	0.00	33	273	This study	hargrave 2026-07-23 00:15:55	LT-AF-Z:LP-DIR-AF	g	469	u	8	273			pmagpy-4.4.0	1.96e-06	1.43e-08	7.28e-09	9.53e-09
D6A-478a_LP-DIR-AF-471	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	141.5	 19.9 	 1.250e-01	0	0.00	0.00	34	273	This study	hargrave 2026-07-23 00:17:32	LT-AF-Z:LP-DIR-AF	g	470	u	8	273			pmagpy-4.4.0	1.78e-06	1.31e-08	6.35e-09	7.68e-09
D6A-478a_LP-DIR-AF-472	D6A-478a	D6A-478a_LP-DIR-AF	    0.4	140.9	 20.5 	 1.300e-01	0	0.00	0.00	35	273	This study	hargrave 2026-07-23 00:19:09	LT-AF-Z:LP-DIR-AF	g	471	u	8	273			pmagpy-4.4.0	1.64e-06	1.23e-08	6.47e-09	7.69e-09
D6A-555a_LP-DIR-AF-473	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	174.1	-50.3 	0	0	0.00	0.00	0	273	This study	hargrave 2026-07-22 14:42:08	LT-NO:LP-DIR-AF	g	472	u	8	273			pmagpy-4.4.0	1.42e-05	9.98e-08	4.73e-08	7.44e-08
D6A-555a_LP-DIR-AF-474	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	174.6	-50.3 	0	0	0.00	0.00	1	273	This study	hargrave 2026-07-23 13:14:49	LT-NO:LP-DIR-AF	g	473	u	8	273			pmagpy-4.4.0	1.42e-05	8.96e-08	5.17e-08	7.41e-08
D6A-555a_LP-DIR-AF-475	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	172.9	-48.7 	 1.000e-03	0	0.00	0.00	2	273	This study	hargrave 2026-07-23 13:18:15	LT-AF-Z:LP-DIR-AF	g	474	u	8	273			pmagpy-4.4.0	1.38e-05	8.52e-08	5.79e-08	7.34e-08
D6A-555a_LP-DIR-AF-476	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	170.3	-50.3 	 2.000e-03	0	0.00	0.00	3	273	This study	hargrave 2026-07-23 13:21:42	LT-AF-Z:LP-DIR-AF	g	475	u	8	273			pmagpy-4.4.0	1.30e-05	8.13e-08	5.87e-08	6.97e-08
